Region,Incident_Date,Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total Number_of_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death
South America,"Thu, 04/21/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Central America,"Fri, 04/22/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Caribbean,"Thu, 04/14/2022 - 12:00",2022,April,0.0,2.0,2,0.0,0.0,2.0,0.0,Drowning
Caribbean,"Mon, 04/04/2022 - 12:00",2022,April,0.0,6.0,6,0.0,1.0,2.0,3.0,Drowning
Central America,"Sat, 04/16/2022 - 12:00",2022,April,0.0,1.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Sun, 04/24/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
South America,"Sun, 04/24/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Violence
Central America,"Tue, 04/12/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
South-eastern Asia,"Sat, 04/23/2022 - 12:00",2022,April,1.0,0.0,1,11.0,0.0,0.0,1.0,Vehicle accident / death linked to hazardous transport
Europe,"Sun, 04/17/2022 - 12:00",2022,April,1.0,0.0,1,5.0,1.0,0.0,0.0,Violence
Europe,"Sun, 04/03/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Europe,"Sun, 05/01/2022 - 12:00",2022,May,1.0,0.0,1,9.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Sun, 05/01/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Northern Africa,"Sun, 05/08/2022 - 12:00",2022,May,0.0,28.0,28,13.0,0.0,27.0,1.0,Drowning
North America,"Mon, 05/02/2022 - 12:00",2022,May,0.0,2.0,2,0.0,0.0,0.0,1.0,Drowning
Central America,"Thu, 05/05/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,5.0,0.0,1.0,0.0,Accidental death
Europe,"Thu, 05/05/2022 - 12:00",2022,May,1.0,1.0,2,0.0,0.0,2.0,0.0,Drowning
South-eastern Asia,"Sat, 04/30/2022 - 12:00",2022,April,2.0,0.0,2,12.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,16.0,0.0,0.0,0.0,Mixed or unknown
North America,"Fri, 04/15/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 04/22/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Violence
Central America,"Thu, 04/28/2022 - 12:00",2022,April,2.0,0.0,2,0.0,0.0,1.0,1.0,Vehicle accident / death linked to hazardous transport
Central America,"Fri, 04/29/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Sun, 05/01/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Tue, 05/03/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Fri, 04/29/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Thu, 05/05/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Mediterranean,"Fri, 05/06/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Central America,"Thu, 05/05/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Central America,"Thu, 05/05/2022 - 12:00",2022,May,1.0,1.0,2,0.0,0.0,0.0,2.0,Drowning
North America,"Thu, 05/05/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Central America,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Caribbean,"Sun, 05/08/2022 - 12:00",2022,May,1.0,0.0,1,56.0,1.0,0.0,0.0,Drowning
North America,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
North America,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Northern Africa,"Fri, 05/13/2022 - 12:00",2022,May,1.0,0.0,1,14.0,0.0,1.0,0.0,Mixed or unknown
Europe,"Mon, 04/18/2022 - 12:00",2022,April,0.0,1.0,1,0.0,0.0,1.0,0.0,Accidental death
South-eastern Asia,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,13.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
South-eastern Asia,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,20.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Tue, 05/10/2022 - 12:00",2022,May,3.0,0.0,3,0.0,0.0,0.0,0.0,Drowning
Eastern Africa,"Wed, 04/27/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Europe,"Wed, 05/11/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Violence
Mediterranean,"Sat, 05/14/2022 - 12:00",2022,May,0.0,8.0,8,3.0,2.0,9.0,0.0,Drowning
Mediterranean,"Sun, 05/15/2022 - 12:00",2022,May,11.0,5.0,16,5.0,1.0,0.0,0.0,Drowning
Europe,"Sun, 04/10/2022 - 12:00",2022,April,0.0,2.0,2,0.0,0.0,1.0,1.0,Violence
Northern Africa,"Sun, 05/15/2022 - 12:00",2022,May,2.0,11.0,13,46.0,0.0,0.0,4.0,Drowning
Northern Africa,"Sun, 05/08/2022 - 12:00",2022,May,17.0,27.0,44,12.0,0.0,0.0,0.0,Drowning
Southern Asia,"Wed, 03/09/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Wed, 03/09/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 03/10/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 03/10/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sat, 03/12/2022 - 12:00",2022,March,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Sun, 03/13/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sat, 03/19/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sat, 03/19/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sat, 03/19/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sun, 03/20/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sat, 03/26/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,1.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Sat, 03/26/2022 - 12:00",2022,March,1.0,0.0,1,0.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sun, 03/27/2022 - 12:00",2022,March,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Mon, 03/28/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Mon, 03/28/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,1.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Tue, 03/29/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Wed, 03/30/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 03/31/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 03/31/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 03/31/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 03/31/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Thu, 03/31/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,1.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sat, 04/02/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Sun, 04/03/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Sun, 04/03/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Wed, 04/06/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Wed, 04/06/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Wed, 04/06/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 04/07/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,1.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sun, 04/10/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sun, 04/10/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sun, 04/10/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Mon, 04/11/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,1.0,Violence
Southern Asia,"Tue, 04/12/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Sat, 04/16/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sat, 04/16/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Southern Asia,"Sat, 04/16/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Fri, 04/01/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Southern Asia,"Wed, 04/13/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Thu, 04/14/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Thu, 04/14/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Southern Asia,"Thu, 04/14/2022 - 12:00",2022,April,1.0,0.0,1,21.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Mon, 03/14/2022 - 12:00",2022,March,1.0,0.0,1,8.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Thu, 04/14/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Thu, 04/14/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Southern Asia,"Fri, 04/15/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Fri, 04/15/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Fri, 04/15/2022 - 12:00",2022,April,1.0,0.0,1,1.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sat, 04/16/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Sun, 04/17/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Sun, 04/17/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Mon, 04/18/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Mon, 04/18/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,1.0,Violence
Southern Asia,"Mon, 04/18/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Mon, 04/18/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Southern Asia,"Tue, 04/19/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Tue, 04/19/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Tue, 04/19/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Tue, 04/19/2022 - 12:00",2022,April,1.0,0.0,1,1.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Wed, 04/20/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Southern Asia,"Wed, 04/20/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Thu, 04/21/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,1.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Thu, 04/21/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Thu, 04/21/2022 - 12:00",2022,April,1.0,0.0,1,2.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Fri, 04/22/2022 - 12:00",2022,April,1.0,0.0,1,5.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sat, 04/23/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Sun, 04/24/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Mon, 04/25/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Thu, 04/28/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,1.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Thu, 04/28/2022 - 12:00",2022,April,1.0,0.0,1,1.0,0.0,1.0,1.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Thu, 04/28/2022 - 12:00",2022,April,1.0,0.0,1,0.0,1.0,0.0,1.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Fri, 04/29/2022 - 12:00",2022,April,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Mon, 05/02/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Wed, 05/04/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Thu, 05/05/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Southern Asia,"Thu, 05/05/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Thu, 05/05/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,1.0,1.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Fri, 05/06/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Southern Asia,"Sun, 05/08/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Mon, 05/09/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,Violence
Southern Asia,"Tue, 05/10/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Tue, 05/10/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Southern Asia,"Tue, 05/10/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Tue, 05/10/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Sickness / lack of access to adequate healthcare
Southern Asia,"Fri, 05/13/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,1.0,Violence
Southern Asia,"Sat, 05/14/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Accidental death
Eastern Africa,"Sun, 05/15/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,1.0,Sickness / lack of access to adequate healthcare
Eastern Africa,"Mon, 05/16/2022 - 12:00",2022,May,5.0,3.0,8,5.0,0.0,0.0,8.0,Vehicle accident / death linked to hazardous transport
Eastern Africa,"Tue, 05/17/2022 - 12:00",2022,May,3.0,3.0,6,7.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Western Africa,"Mon, 03/21/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Northern Africa,"Mon, 03/21/2022 - 12:00",2022,March,3.0,0.0,3,0.0,0.0,3.0,0.0,Accidental death
Western Africa,"Tue, 03/08/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Western Africa,"Sat, 03/05/2022 - 12:00",2022,March,2.0,0.0,2,0.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Western Africa,"Fri, 03/04/2022 - 12:00",2022,March,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Thu, 03/03/2022 - 12:00",2022,March,1.0,2.0,3,0.0,0.0,2.0,1.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Wed, 02/16/2022 - 12:00",2022,February,1.0,0.0,1,0.0,0.0,0.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Middle Africa,"Thu, 02/10/2022 - 12:00",2022,February,5.0,0.0,5,0.0,1.0,3.0,1.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Tue, 01/25/2022 - 12:00",2022,January,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Northern Africa,"Tue, 01/18/2022 - 12:00",2022,January,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
Northern Africa,"Tue, 01/11/2022 - 12:00",2022,January,2.0,0.0,2,0.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Thu, 05/19/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Mediterranean,"Fri, 05/20/2022 - 12:00",2022,May,4.0,10.0,14,44.0,2.0,1.0,0.0,Drowning
Central America,"Sun, 05/22/2022 - 12:00",2022,May,4.0,0.0,4,16.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Wed, 05/18/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Mediterranean,"Sat, 05/21/2022 - 12:00",2022,May,3.0,0.0,3,0.0,0.0,3.0,0.0,Drowning
Mediterranean,"Wed, 05/18/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 05/24/2022 - 12:00",2022,May,4.0,3.0,7,13.0,3.0,1.0,0.0,Drowning
Mediterranean,"Wed, 05/18/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,Sickness / lack of access to adequate healthcare
South America,"Mon, 05/02/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,2.0,0.0,Violence
Caribbean,"Thu, 05/12/2022 - 12:00",2022,May,11.0,0.0,11,38.0,9.0,0.0,2.0,Drowning
North America,"Thu, 05/12/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Central America,"Sun, 05/15/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
South America,"Mon, 05/16/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Tue, 05/17/2022 - 12:00",2022,May,5.0,0.0,5,0.0,0.0,5.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Mon, 05/16/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Mediterranean,"Tue, 05/24/2022 - 12:00",2022,May,1.0,75.0,76,24.0,0.0,0.0,0.0,Drowning
Mediterranean,"Tue, 05/24/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Mon, 05/30/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Western Africa,"Mon, 05/16/2022 - 12:00",2022,May,6.0,0.0,6,23.0,0.0,6.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Western Africa,"Mon, 05/16/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Europe,"Mon, 05/23/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Violence
Europe,"Sun, 05/29/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Thu, 06/02/2022 - 12:00",2022,June,2.0,0.0,2,0.0,1.0,1.0,0.0,Drowning
Mediterranean,"Fri, 06/03/2022 - 12:00",2022,June,0.0,6.0,6,84.0,0.0,6.0,0.0,Drowning
Mediterranean,"Fri, 06/03/2022 - 12:00",2022,June,0.0,2.0,2,0.0,0.0,2.0,0.0,Drowning
Mediterranean,"Fri, 06/03/2022 - 12:00",2022,June,0.0,2.0,2,0.0,0.0,2.0,0.0,Drowning
Europe,"Tue, 05/17/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
South-eastern Asia,"Mon, 05/23/2022 - 12:00",2022,May,2.0,0.0,2,8.0,2.0,0.0,0.0,Accidental death
South-eastern Asia,"Mon, 05/23/2022 - 12:00",2022,May,17.0,50.0,67,23.0,0.0,0.0,2.0,Drowning
Mediterranean,"Thu, 06/02/2022 - 12:00",2022,June,1.0,0.0,1,31.0,0.0,1.0,0.0,Drowning
Europe,"Sat, 06/04/2022 - 12:00",2022,June,2.0,0.0,2,12.0,0.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Mediterranean,"Sat, 06/04/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Tue, 06/07/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Mediterranean,"Wed, 06/08/2022 - 12:00",2022,June,3.0,1.0,4,12.0,0.0,0.0,0.0,Drowning
Mediterranean,"Wed, 06/08/2022 - 12:00",2022,June,1.0,0.0,1,0.0,0.0,0.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water"
Central America,"Wed, 05/18/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Mon, 05/16/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Wed, 05/18/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,1.0,1.0,Drowning
North America,"Thu, 05/19/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Sat, 05/21/2022 - 12:00",2022,May,4.0,0.0,4,0.0,0.0,0.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Sat, 05/21/2022 - 12:00",2022,May,7.0,0.0,7,0.0,0.0,2.0,0.0,Drowning
Central America,"Sun, 05/22/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,0.0,0.0,Drowning
Central America,"Wed, 05/25/2022 - 12:00",2022,May,6.0,0.0,6,24.0,4.0,2.0,0.0,Vehicle accident / death linked to hazardous transport
Central America,"Tue, 05/17/2022 - 12:00",2022,May,1.0,1.0,2,0.0,1.0,0.0,1.0,Drowning
Central America,"Thu, 05/26/2022 - 12:00",2022,May,0.0,4.0,4,2.0,1.0,0.0,3.0,Drowning
Central America,"Wed, 05/25/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Sun, 05/29/2022 - 12:00",2022,May,1.0,0.0,1,1.0,1.0,0.0,0.0,Drowning
Central America,"Sat, 05/28/2022 - 12:00",2022,May,2.0,0.0,2,0.0,0.0,2.0,0.0,Drowning
Central America,"Sat, 05/28/2022 - 12:00",2022,May,1.0,0.0,1,0.0,0.0,1.0,0.0,Drowning
Central America,"Fri, 05/13/2022 - 12:00",2022,May,1.0,0.0,1,0.0,1.0,0.0,0.0,Drowning
